,LSOA11CD,17-18_April,17-18_May,17-18_June,17-18_July,17-18_August,17-18_September,17-18_October,17-18_November,17-18_December,17-18_January,17-18_February,17-18_March,18-19_April,18-19_May,18-19_June,18-19_July,18-19_August,18-19_September,18-19_October,18-19_November,18-19_December,18-19_January,18-19_February,18-19_March,19-20_April,19-20_May,19-20_June,19-20_July,19-20_August,19-20_September,19-20_October,19-20_November,19-20_December,19-20_January,19-20_February,19-20_March,20-21_April,20-21_May,20-21_June,20-21_July,20-21_August,20-21_September,20-21_October,20-21_November,20-21_December,20-21_January,20-21_February,20-21_March,21-22_April,21-22_May,21-22_June,21-22_July,21-22_August,21-22_September,21-22_October,21-22_November,21-22_December,21-22_January,21-22_February,21-22_March,Mean_dev,MH_call_rate,%non-crime,Night-time_ratio,Temporalvolatility(CV),%attended,%highacuity,slope,lsoa_lq,Percentage change
25,E01010593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-56.8,0.0129564193168433,77.27272727272727,0.2272727272727272,0.4486245386345313,0.7727272727272727,0.5909090909090909,-0.0068704912401236,0.2822924004301869,0.1018518518518518
26,E01010594,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-51.8,0.0161676646706586,70.37037037037037,0.2962962962962963,0.4360314860077463,0.7777777777777778,0.7037037037037037,-0.0003149606299212,0.3401358909391316,0.111111111111111
27,E01010595,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,-4.799999999999997,0.0346279831539541,87.83783783783784,0.1621621621621621,0.5140999496378862,0.6621621621621622,0.4729729729729729,-0.0001587188216714,0.7648539328962736,0.2723577235772357
28,E01010596,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,-39.8,0.025390625,87.17948717948718,0.1025641025641025,0.4978586625371178,0.8717948717948718,0.6923076923076923,0.0026627218934911,0.5705297094106808,0.1637931034482758
29,E01010597,2.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,8.0,11.0,5.0,14.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.200000000000003,0.052461139896373,77.77777777777779,0.3703703703703703,1.2612645187672809,0.5679012345679012,0.382716049382716,-0.0569979757921262,1.3727611866307048,0.5944500811688311
30,E01010598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-58.8,0.0119688809096349,85.0,0.2,0.2910427500435995,0.9,0.85,-0.0006266021076616,0.2581006360723804,0.0555555555555555
31,E01010599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-49.8,0.0211062590975254,68.96551724137932,0.0689655172413793,0.506008292024256,0.7586206896551724,0.6896551724137931,-0.0008362904866306,0.4543150976744278,0.131578947368421
32,E01010600,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,-48.8,0.0207182320441988,86.66666666666667,0.3,0.486737691417989,0.7666666666666667,0.6666666666666666,0.0127003326277592,0.4588503625237569,0.1578947368421052
33,E01010601,4.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,0.0,3.0,0.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,21.200000000000003,0.054614964500273,85.0,0.27,0.5722253581108725,0.72,0.59,-0.011388720527383,1.2298879765963209,0.4143939393939393
34,E01010602,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,-20.799999999999997,0.0350665054413542,86.20689655172413,0.1724137931034483,0.6060085261196305,0.6724137931034483,0.5689655172413793,0.0175560467319229,0.770125600870811,0.1971428571428571
35,E01010603,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-47.8,0.0190651906519065,87.09677419354838,0.2258064516129032,0.6236450085198887,0.8387096774193549,0.7741935483870968,0.00410170413343,0.4221498380253044,0.3259259259259259
36,E01010604,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,-6.799999999999997,0.04,77.77777777777779,0.2083333333333333,0.5638843276589836,0.5833333333333334,0.4444444444444444,-0.0031292024412951,0.8728136452066785,0.2468992248062015
37,E01010605,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-20.799999999999997,0.0362726704190118,86.20689655172413,0.2068965517241379,0.8230894901938124,0.8448275862068966,0.6724137931034483,0.0100530201917543,0.7991796460137138,0.2850490196078431
38,E01010606,1.0,4.0,0.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,8.0,15.0,10.0,3.0,3.0,0.0,1.0,0.0,2.0,4.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,38.2,0.0572687224669603,89.74358974358975,0.1794871794871795,0.9800315422014166,0.6153846153846154,0.5128205128205128,-0.0408158127557956,1.2941160694852067,0.4253875968992248
39,E01010607,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,-33.8,0.0209594783418723,77.77777777777779,0.2666666666666666,0.5332671916658956,0.8,0.6666666666666666,-0.011302083736933,0.4978266555028824,0.0999999999999999
40,E01010608,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-47.8,0.0178263369752731,83.87096774193549,0.2903225806451613,0.4258319512956288,0.7096774193548387,0.6774193548387096,0.0089995592280353,0.4021807926603374,0.1180555555555555
41,E01010609,1.0,0.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,-5.799999999999997,0.0452292441140024,79.45205479452055,0.1643835616438356,0.5824898511748607,0.7808219178082192,0.726027397260274,-0.0016419587232003,1.020315175592011,0.2357723577235772
42,E01010610,3.0,4.0,9.0,4.0,0.0,8.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,0.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,5.0,2.0,1.0,5.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,0.0,0.0,3.0,2.0,2.0,4.0,63.2,0.0677480916030534,74.64788732394366,0.2112676056338028,0.6023263767050123,0.7464788732394366,0.6197183098591549,-0.0162663803818462,1.567368856720888,0.4244008714596949
43,E01010611,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,-10.799999999999997,0.0305480682839173,79.41176470588235,0.1764705882352941,0.4886249331128279,0.7941176470588235,0.6911764705882353,0.0021817153814007,0.6951127801127144,0.1721014492753623
44,E01010612,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,2.0,2.0,5.0,6.0,3.0,1.0,1.0,6.0,22.0,6.0,6.0,16.0,10.0,2.0,3.0,1.0,2.0,2.0,2.0,68.2,0.1015193370165745,87.75510204081633,0.1700680272108843,1.231757219282681,0.7346938775510204,0.564625850340136,0.0746727873711265,2.2964519466672484,0.2800230566534914
45,E01010613,1.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,13.200000000000003,0.0559610705596107,81.52173913043478,0.2065217391304347,0.5976263226918863,0.8695652173913043,0.7282608695652174,0.0051186176102227,1.2505144838584,0.3536706349206349
46,E01010614,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,-10.799999999999997,0.0398126463700234,79.41176470588235,0.1617647058823529,0.5686731337752069,0.8676470588235294,0.75,0.0117808505936943,0.8659283959881495,0.2083333333333333
47,E01010615,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,-32.8,0.0335766423357664,80.43478260869566,0.217391304347826,0.5294650728046476,0.7608695652173914,0.717391304347826,-0.0019432129897009,0.7480836195318215,0.1636904761904762
48,E01010616,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-37.8,0.0211995863495346,78.04878048780488,0.2926829268292683,0.5182978069023206,0.6829268292682927,0.5853658536585366,-0.0125140902925049,0.4778747618088176,0.1408045977011494
49,E01010617,6.0,5.0,1.0,1.0,1.0,5.0,4.0,2.0,0.0,3.0,4.0,6.0,9.0,4.0,8.0,3.0,6.0,0.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,0.0,2.0,2.0,1.0,4.0,9.0,4.0,2.0,2.0,5.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,1.0,5.0,5.0,6.0,11.0,8.0,3.0,0.0,2.0,1.0,3.0,113.2,0.1118229470005824,83.33333333333334,0.2447916666666666,0.6364781355767908,0.65625,0.5208333333333334,-4.169903305898448e-05,2.558628896357783,0.4052315608919382
50,E01010618,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,5.0,-31.799999999999997,0.0260387811634349,72.3404255319149,0.0851063829787234,0.5729579891299872,0.7872340425531915,0.6382978723404256,0.010905439902588,0.5871051539790717,0.28
51,E01010619,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-38.8,0.0180505415162454,82.5,0.25,0.5103103630798288,0.8,0.7,-0.017693309582639,0.4285628734810255,0.1533333333333333
52,E01010620,0.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,7.0,3.0,1.0,3.0,1.0,4.0,4.0,10.200000000000003,0.04425658876181,79.7752808988764,0.2921348314606741,0.6770969070352825,0.7528089887640449,0.6292134831460674,0.0250417097948254,0.9924661705236298,0.4316326530612244
53,E01010621,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-43.8,0.0149828767123287,62.85714285714285,0.2571428571428571,0.5341903791119404,0.6,0.3714285714285714,-0.0094435255828842,0.3423989957126427,0.1423611111111111
54,E01010622,5.0,1.0,3.0,0.0,6.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,0.0,0.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,5.0,1.0,1.0,1.0,2.0,3.0,7.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,40.2,0.0452988199467072,68.0672268907563,0.2184873949579832,0.645865037430109,0.5546218487394958,0.4453781512605042,-0.0155543553308537,1.0476034011257345,0.4765714285714286
55,E01010623,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,3.0,2.0,0.0,-11.799999999999997,0.0394349617422013,77.61194029850746,0.2537313432835821,0.6518116004519011,0.6865671641791045,0.6119402985074627,0.0222802257128639,0.8697211147351451,0.3333333333333333
56,E01010624,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,8.0,6.0,12.0,4.0,5.0,4.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,3.0,4.0,2.0,5.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,32.2,0.0511520737327188,80.18018018018019,0.2432432432432432,0.7932441647512956,0.5135135135135135,0.4144144144144144,0.0216661503862029,1.1011328335647816,0.2579166666666667
57,E01010625,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,-34.8,0.0238224147265836,79.54545454545455,0.2272727272727272,0.5747723827838453,0.6590909090909091,0.5909090909090909,0.0001106620871689,0.5613275033081184,0.2533333333333333
58,E01010626,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,-33.8,0.0209888059701492,88.88888888888889,0.2666666666666666,0.665640235470275,0.8,0.7111111111111111,-0.0017815586948754,0.4618132307599528,0.2604938271604938
59,E01010627,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,-33.8,0.0270758122743682,84.44444444444444,0.1111111111111111,0.5740225742153459,0.8444444444444444,0.7111111111111111,0.0045975117409574,0.6127647932740812,0.1122222222222222
60,E01010628,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,-31.799999999999997,0.0253096392030156,80.85106382978722,0.2978723404255319,0.5731574566002903,0.723404255319149,0.6808510638297872,0.00479289297529,0.5717756881944301,0.1885416666666666
61,E01010629,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,-28.799999999999997,0.0216543958423559,70.0,0.32,0.7205794769549683,0.7,0.64,0.044899991700556,0.4648036410045311,0.2833333333333333
62,E01010630,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,-42.8,0.0185471406491499,66.66666666666666,0.1666666666666666,0.4602736706046217,0.7222222222222222,0.5277777777777778,0.0100037030281927,0.4018084144359638,0.173076923076923
63,E01010631,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-48.8,0.0188560653676932,76.66666666666667,0.0666666666666666,0.4261306156418494,0.7333333333333333,0.5333333333333333,-0.0072440437862202,0.4340560242610207,0.1439393939393939
64,E01010632,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-30.799999999999997,0.03125,75.0,0.125,0.5176090675648919,0.5,0.3958333333333333,0.0092061742006615,0.6810458551423985,0.2614942528735632
65,E01010633,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-45.8,0.0219269102990033,87.87878787878788,0.2424242424242424,0.5158640348767676,0.8181818181818182,0.7272727272727273,-0.0069337073816089,0.5021781221997115,0.1984126984126983
