YearTrunk,LSOA11CD,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,17-18,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,18-19,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,19-20,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,20-21,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22,21-22
incident_start_month,,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March,April,May,June,July,August,September,October,November,December,January,February,March
105,E01010675,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0
106,E01010676,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,13.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,7.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
107,E01010677,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,4.0,1.0,2.0,2.0,0.0,5.0,3.0,3.0,4.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,5.0,1.0,3.0,2.0,5.0,2.0,0.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0
108,E01010678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
109,E01010679,0.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,5.0,5.0,6.0,4.0,2.0,3.0,4.0,3.0,9.0,2.0,5.0,3.0,1.0,3.0,5.0,2.0,3.0,9.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,5.0,9.0,3.0,4.0,3.0,5.0
110,E01010680,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,3.0
111,E01010681,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
112,E01010682,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0
113,E01010683,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
114,E01010684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,E01010685,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
116,E01010686,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
117,E01010687,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
118,E01010688,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
119,E01010689,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
120,E01010690,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
121,E01010691,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
122,E01010692,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
123,E01010693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,E01010694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,E01010695,6.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
126,E01010696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
127,E01010697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
128,E01010698,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
129,E01010699,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0
130,E01010700,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,5.0,0.0,3.0,6.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0
131,E01010701,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0
132,E01010702,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
133,E01010703,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
134,E01010704,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0
135,E01010705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
136,E01010706,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
137,E01010707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
138,E01010708,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0
139,E01010709,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
140,E01010710,7.0,3.0,9.0,3.0,6.0,3.0,6.0,10.0,8.0,7.0,4.0,5.0,6.0,10.0,10.0,12.0,3.0,3.0,10.0,5.0,4.0,4.0,9.0,8.0,7.0,12.0,7.0,5.0,3.0,9.0,3.0,2.0,7.0,10.0,8.0,14.0,4.0,6.0,6.0,8.0,6.0,7.0,8.0,8.0,7.0,6.0,4.0,5.0,6.0,4.0,10.0,7.0,8.0,1.0,9.0,4.0,5.0,4.0,5.0,9.0
141,E01010711,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,6.0,1.0,3.0,4.0,4.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,9.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,5.0,6.0,7.0,7.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,6.0,7.0,4.0,0.0,3.0,2.0
142,E01010712,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0
143,E01010713,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0
144,E01010714,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
145,E01010715,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
146,E01010716,4.0,0.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,5.0,2.0,2.0,2.0,5.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,4.0,0.0,6.0,2.0,3.0,6.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,3.0,5.0,3.0,0.0,6.0,4.0,2.0,4.0,5.0,6.0,3.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,3.0
147,E01010717,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
148,E01010718,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,4.0,5.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,6.0,6.0,5.0,0.0,0.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
149,E01010719,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,4.0,7.0,2.0,3.0,2.0,5.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
150,E01010720,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
151,E01010721,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,3.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
152,E01010722,2.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0
153,E01010723,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0
154,E01010724,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
155,E01010725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,5.0,0.0,1.0,5.0,1.0
156,E01010726,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,E01010727,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0
158,E01010728,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,5.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0
159,E01010729,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
