LSOA21CD,NDVI_MEAN,NDVI_MEDIAN,NDVI_STD,NDVI_MAX,NDVI_MIN,NDVI_CV,VEG_FRAC,EVI_MEAN,EVI_MEDIAN,EVI_STD,EVI_MAX,EVI_MIN,PXL_COUNT,FINAL_PXL_COUNT,PCT_FILTERED
S01015996,0.4328117645870137,0.4096216721158337,0.18307404710457786,0.9043451078462019,0.08544439673679691,0.42298768675862125,0.9090515374621048,0.14266510599218132,0.11870238387810274,0.0877071787838307,0.46126351025502826,0.021039054405514557,4284,2309,53.89822595704948
S01015997,0.38748562487608096,0.3343604188425908,0.2025206367188874,0.9049577336074938,0.05278450363196126,0.5226532901282572,0.8450244698205547,0.13207692836575582,0.09391182045611145,0.10546759552297456,0.5176559763715727,0.011996478098173015,3976,2452,61.670020120724345
S01015998,0.696079864872167,0.8223516563523844,0.2579004109081659,0.9506108656095659,0.0,0.3705040526571309,0.9141895347869012,0.3184062629719225,0.34974715371359155,0.1549202323818329,0.5931291499357007,0.0,182095,84069,46.16765973804882
S01015999,0.4435977763923408,0.423772622391386,0.2146417541376958,0.8779774341830339,0.001692047377326565,0.48386571250045113,0.8615808823529412,0.15152806596366336,0.12381569649021196,0.10287744789073025,0.4247088300889341,0.0004212299915754002,13416,5440,40.548598688133566
S01016000,0.5178669653886646,0.5243629861421547,0.2334988828182038,0.9213483146067416,0.00042753313381787086,0.45088584216404,0.900225969059621,0.19033048196658922,0.1631576434641459,0.1207692559576273,0.5188719800533058,0.00011641308017368831,12530,5753,45.91380686352753
S01016001,0.5442338521180031,0.6188470650171097,0.22804576880784747,0.9145449224465906,0.0,0.4190216538724269,0.9051135907521876,0.20830330723574036,0.2330508474576271,0.121717218521148,0.5232591570352481,0.0,30016,12457,41.501199360341154
S01016002,0.49636355072383914,0.5241754325234977,0.21526220434675755,0.8931185944363104,0.0,0.4336785084900857,0.8949178872614292,0.17329425604393575,0.1547140720999013,0.11005975077244654,0.4895750857746107,0.0,18190,9012,49.54370533260033
S01016003,0.21340738217527613,0.15479507140775986,0.17610338960188512,0.803921568627451,0.0,0.825198209203689,0.3896296296296296,0.05740116771575387,0.033311961553537175,0.06504393250886881,0.36756489878647713,0.0,8896,2700,30.350719424460433
S01016004,0.3398795865922785,0.30258278587387866,0.21245565873347488,0.8556131260794473,0.0,0.6250909649020431,0.6821497120921305,0.1056027817841258,0.075772177812196,0.08942286347867535,0.4280912555579081,0.0,18486,5210,28.183490208806667
S01016005,0.45004821634433706,0.42301570953960044,0.2100733999687997,0.8624708624708625,0.004758128469468675,0.4667797634555452,0.8835509950248757,0.15605211262300006,0.12286917785827559,0.10561708007868043,0.45012165450121655,0.0011216211163868845,17834,6432,36.065941460132336
S01016006,0.3615257919900403,0.3382406282782401,0.22446014672734205,0.8694006309148264,0.0,0.6208689717316924,0.7280766396462786,0.11776031153995133,0.09201459362691683,0.09425789465016225,0.4421188087609643,0.0,12360,5428,43.91585760517799
S01016007,0.48497302870936604,0.4560058415480102,0.16748525547323528,0.8991699969259146,0.12132204756146715,0.3453496288627746,0.9908319185059423,0.161728382380879,0.13666330922076733,0.08658257275478513,0.4636820465966195,0.03052614498397631,5040,2945,58.432539682539684
S01016008,0.5515300136909357,0.5079454748854013,0.22641805452731562,0.921794134560092,0.09317803660565724,0.41052716789080296,0.9676936243046641,0.20092100070906344,0.1552103302942448,0.12425351947094691,0.5045515097690941,0.022184507212995516,8103,4674,57.68233987412069
S01016009,0.5835953303931872,0.57157712305026,0.20655853381697598,0.8926961226330027,0.02870533099004101,0.353941375229666,0.9763912310286678,0.22577793421976752,0.18903961996180027,0.12951593733302486,0.5229553437029604,0.007404273323460969,9333,4151,44.47658844958748
S01016010,0.46549706453360623,0.4395804195804196,0.1846032386793306,0.8846397633636172,0.07118851206843874,0.3965722938860838,0.9513723150357996,0.15749720187642685,0.12842449976903728,0.09570621299100497,0.5216665420747053,0.019224105212785267,6191,3352,54.14311096753352
S01016011,0.5263333187899815,0.5289691497366441,0.1804673765664083,0.8735808530223995,0.04100227790432802,0.34287659573081053,0.9472340425531914,0.18390463983026517,0.1686289930836668,0.09493489634115104,0.4522823684812152,0.008347851335656213,8120,3525,43.41133004926108
S01016012,0.5639167987800218,0.580028328611898,0.21139071098866316,0.9032455603184323,0.0035842293906810036,0.374861524689433,0.9484236524771176,0.21564993492206333,0.190720846956251,0.12273083969874542,0.527097153862615,0.0009691469226734774,16262,6883,42.32566719960644
S01016013,0.48627782212860343,0.4336202990484821,0.19219062772931764,0.8933724627048178,0.13212795549374132,0.39522803422955605,0.9829656520524993,0.1721365682439803,0.1277754503560955,0.10914360924112804,0.4954720902612827,0.031344547984993344,10956,3581,32.685286600949254
S01016014,0.7860195251652267,0.8143906020558003,0.12274902650964935,0.9425079221367134,0.0,0.15616536559170927,0.9902519478133773,0.3707720108911187,0.37713912475506206,0.10415372416556641,0.6431862269641125,0.0,633505,250409,39.527549111688145
